monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_id
0,0,0,1,1,1,1,20240721,20240729,196
0,0,0,1,1,1,1,20240725,20240728,719
0,0,0,1,1,1,1,20240726,20240801,193
0,0,0,1,1,1,1,20240731,20240808,611
0,0,0,1,1,1,1,20240801,20240804,507
0,0,0,1,1,1,1,20240806,20240818,347
0,0,0,1,1,1,1,20240809,20240816,103
0,0,0,1,1,1,1,20240809,20240818,892
0,0,1,0,0,0,0,20240730,20240807,328
0,0,1,0,0,0,1,20240721,20240724,625
0,0,1,0,0,0,1,20240724,20240728,612
0,0,1,0,0,0,1,20240728,20240811,942
0,0,1,0,0,0,1,20240804,20240807,674
0,0,1,0,0,0,1,20240811,20240814,512
0,0,1,0,0,1,0,20240731,20240803,63
0,0,1,0,1,0,0,20240721,20240724,310
0,0,1,0,1,0,0,20240807,20240816,547
0,0,1,0,1,0,0,20240807,20240816,636
0,0,1,0,1,0,1,20240724,20240726,918
0,0,1,0,1,1,1,20240724,20240818,488
0,0,1,1,0,0,0,20240721,20240726,397
0,0,1,1,0,0,0,20240724,20240725,39
0,0,1,1,0,0,0,20240731,20240801,177
0,0,1,1,0,0,0,20240731,20240801,433
0,0,1,1,0,0,0,20240731,20240801,84
0,0,1,1,0,0,0,20240807,20240808,664
0,0,1,1,0,0,0,20240807,20240813,680
0,0,1,1,0,0,1,20240721,20240725,605
0,0,1,1,0,0,1,20240728,20240811,559
0,0,1,1,0,1,0,20240807,20240810,555
0,0,1,1,0,1,1,20240727,20240801,576
0,0,1,1,1,0,0,20240721,20240726,26
0,0,1,1,1,0,0,20240731,20240806,190
0,0,1,1,1,0,0,20240731,20240808,843
0,0,1,1,1,0,0,20240801,20240802,932
0,0,1,1,1,0,0,20240807,20240813,289
0,0,1,1,1,0,0,20240814,20240816,853
0,0,1,1,1,0,1,20240802,20240811,879
0,0,1,1,1,1,0,20240724,20240727,237
0,0,1,1,1,1,1,20240807,20240811,689
0,1,0,0,0,0,0,20240806,20240813,339
0,1,0,0,0,0,0,20240813,20240820,478
0,1,0,0,0,0,1,20240728,20240730,365
0,1,0,0,0,1,1,20240804,20240820,83
0,1,0,0,1,0,0,20240802,20240806,173
0,1,0,0,1,0,0,20240813,20240816,362
0,1,0,0,1,0,1,20240802,20240806,525
0,1,0,0,1,0,1,20240802,20240811,791
0,1,0,1,0,0,0,20240723,20240820,266
0,1,0,1,0,0,0,20240730,20240801,116
0,1,0,1,0,0,0,20240813,20240815,294
0,1,0,1,0,0,0,20240815,20240820,675
0,1,0,1,0,1,0,20240813,20240817,670
0,1,0,1,0,1,0,20240815,20240820,786
0,1,0,1,0,1,1,20240813,20240818,775
0,1,0,1,1,0,0,20240723,20240726,765
0,1,0,1,1,0,0,20240730,20240802,831
0,1,0,1,1,0,0,20240806,20240814,641
0,1,0,1,1,0,1,20240721,20240726,736
0,1,0,1,1,0,1,20240728,20240802,703
0,1,1,0,0,0,0,20240723,20240724,858
0,1,1,0,0,0,0,20240730,20240807,306
0,1,1,0,0,0,0,20240806,20240807,500
0,1,1,0,0,0,0,20240813,20240814,437
0,1,1,0,0,0,0,20240813,20240820,808
0,1,1,0,0,0,1,20240721,20240724,811
0,1,1,0,0,0,1,20240730,20240731,740
0,1,1,0,0,0,1,20240804,20240807,651
0,1,1,0,0,0,1,20240811,20240814,863
0,1,1,0,0,1,0,20240723,20240727,902
0,1,1,0,0,1,0,20240806,20240810,65
0,1,1,0,1,0,0,20240723,20240726,243
0,1,1,0,1,0,0,20240812,20240820,334
0,1,1,0,1,0,0,20240813,20240816,584
0,1,1,0,1,0,1,20240813,20240820,221
0,1,1,0,1,1,0,20240723,20240727,717
0,1,1,0,1,1,0,20240730,20240803,264
0,1,1,0,1,1,0,20240813,20240817,50
0,1,1,0,1,1,1,20240721,20240729,630
0,1,1,0,1,1,1,20240804,20240811,532
0,1,1,0,1,1,1,20240812,20240820,110
0,1,1,0,1,1,1,20240813,20240818,91
0,1,1,0,1,1,1,20240813,20240820,217
0,1,1,1,0,0,0,20240721,20240725,721
0,1,1,1,0,0,0,20240721,20240801,760
0,1,1,1,0,0,0,20240730,20240801,171
0,1,1,1,0,0,0,20240730,20240801,367
0,1,1,1,0,0,0,20240730,20240801,877
0,1,1,1,0,0,0,20240812,20240820,493
0,1,1,1,0,0,0,20240813,20240815,869
0,1,1,1,0,0,0,20240813,20240820,683
0,1,1,1,0,0,1,20240721,20240801,537
0,1,1,1,0,0,1,20240730,20240804,451
0,1,1,1,0,0,1,20240806,20240811,477
0,1,1,1,0,1,0,20240810,20240820,713
0,1,1,1,0,1,1,20240727,20240801,270
0,1,1,1,0,1,1,20240813,20240818,351
0,1,1,1,1,0,0,20240721,20240723,624
0,1,1,1,1,0,0,20240721,20240801,940
0,1,1,1,1,0,0,20240721,20240809,814
0,1,1,1,1,0,0,20240721,20240815,577
0,1,1,1,1,0,0,20240722,20240731,599
0,1,1,1,1,0,0,20240723,20240726,180
0,1,1,1,1,0,0,20240723,20240809,27
0,1,1,1,1,0,0,20240723,20240816,455
0,1,1,1,1,0,0,20240723,20240820,635
0,1,1,1,1,0,0,20240726,20240801,78
0,1,1,1,1,0,0,20240727,20240809,540
0,1,1,1,1,0,0,20240730,20240802,817
0,1,1,1,1,0,0,20240730,20240809,866
0,1,1,1,1,0,0,20240809,20240811,676
0,1,1,1,1,0,0,20240813,20240816,751
0,1,1,1,1,0,0,20240813,20240820,758
0,1,1,1,1,0,1,20240721,20240726,295
0,1,1,1,1,0,1,20240727,20240809,551
0,1,1,1,1,0,1,20240802,20240808,591
0,1,1,1,1,1,0,20240721,20240810,234
0,1,1,1,1,1,0,20240723,20240727,839
0,1,1,1,1,1,0,20240723,20240809,140
0,1,1,1,1,1,0,20240723,20240816,296
0,1,1,1,1,1,0,20240803,20240812,73
0,1,1,1,1,1,0,20240806,20240816,505
0,1,1,1,1,1,0,20240813,20240817,916
0,1,1,1,1,1,0,20240813,20240820,359
0,1,1,1,1,1,1,20240721,20240802,807
0,1,1,1,1,1,1,20240722,20240801,953
0,1,1,1,1,1,1,20240723,20240728,301
0,1,1,1,1,1,1,20240727,20240809,923
0,1,1,1,1,1,1,20240727,20240811,895
0,1,1,1,1,1,1,20240802,20240811,825
0,1,1,1,1,1,1,20240806,20240818,561
0,1,1,1,1,1,1,20240806,20240818,893
0,1,1,1,1,1,1,20240810,20240820,380
0,1,1,1,1,1,1,20240813,20240818,445
1,0,0,0,0,0,0,20240721,20240722,204
1,0,0,0,0,0,0,20240721,20240730,114
1,0,0,0,0,0,0,20240721,20240812,557
1,0,0,0,0,0,0,20240722,20240819,645
1,0,0,0,0,0,0,20240729,20240805,215
1,0,0,0,0,0,0,20240729,20240812,859
1,0,0,0,0,0,0,20240801,20240811,931
1,0,0,0,0,0,0,20240805,20240812,284
1,0,0,0,0,0,0,20240812,20240819,520
1,0,0,0,0,0,1,20240728,20240729,741
1,0,0,0,0,0,1,20240811,20240812,782
1,0,0,0,0,0,1,20240818,20240819,218
1,0,0,0,0,1,0,20240810,20240812,450
1,0,0,0,0,1,0,20240817,20240819,854
1,0,0,0,0,1,1,20240727,20240729,848
1,0,0,0,0,1,1,20240803,20240805,70
1,0,0,0,0,1,1,20240810,20240812,360
1,0,0,0,1,0,0,20240726,20240729,861
1,0,0,0,1,0,0,20240729,20240802,238
1,0,0,0,1,0,0,20240729,20240807,57
1,0,0,0,1,0,0,20240816,20240819,222
1,0,0,0,1,1,0,20240727,20240807,898
1,0,0,0,1,1,0,20240809,20240812,207
1,0,0,0,1,1,1,20240725,20240812,458
1,0,0,0,1,1,1,20240726,20240729,871
1,0,0,0,1,1,1,20240727,20240802,366
1,0,0,0,1,1,1,20240727,20240807,119
1,0,0,0,1,1,1,20240809,20240812,700
1,0,0,0,1,1,1,20240816,20240819,157
1,0,0,1,0,0,0,20240808,20240812,400
1,0,0,1,0,0,0,20240812,20240815,484
1,0,0,1,0,0,0,20240815,20240819,778
1,0,0,1,0,0,1,20240721,20240725,523
1,0,0,1,0,1,0,20240808,20240817,178
1,0,0,1,0,1,1,20240725,20240819,115
1,0,0,1,0,1,1,20240810,20240819,884
1,0,0,1,1,0,0,20240721,20240725,352
1,0,0,1,1,0,0,20240807,20240815,95
1,0,0,1,1,0,0,20240808,20240812,860
1,0,0,1,1,0,1,20240801,20240805,589
1,0,0,1,1,1,0,20240801,20240805,382
1,0,0,1,1,1,0,20240816,20240817,578
1,0,0,1,1,1,1,20240722,20240802,729
1,0,0,1,1,1,1,20240801,20240805,885
1,0,0,1,1,1,1,20240808,20240812,32
1,0,0,1,1,1,1,20240815,20240819,144
1,0,1,0,0,0,0,20240805,20240807,463
1,0,1,0,0,0,1,20240721,20240723,371
1,0,1,0,0,0,1,20240721,20240724,864
1,0,1,0,0,0,1,20240721,20240724,886
1,0,1,0,0,0,1,20240721,20240819,899
1,0,1,0,0,0,1,20240726,20240807,725
1,0,1,0,0,1,0,20240721,20240727,840
1,0,1,0,0,1,0,20240810,20240811,830
1,0,1,0,0,1,1,20240721,20240819,179
1,0,1,0,1,0,0,20240726,20240731,355
1,0,1,0,1,0,0,20240812,20240820,192
1,0,1,0,1,1,0,20240726,20240731,109
1,0,1,0,1,1,0,20240727,20240729,415
1,0,1,1,0,0,0,20240729,20240801,486
1,0,1,1,0,0,0,20240807,20240812,205
1,0,1,1,0,0,1,20240721,20240728,436
1,0,1,1,0,0,1,20240725,20240731,672
1,0,1,1,1,0,0,20240721,20240726,665
1,0,1,1,1,0,0,20240721,20240729,169
1,0,1,1,1,0,0,20240729,20240730,617
1,0,1,1,1,0,1,20240729,20240808,749
1,0,1,1,1,1,0,20240721,20240725,265
1,0,1,1,1,1,1,20240721,20240728,756
1,0,1,1,1,1,1,20240721,20240731,281
1,0,1,1,1,1,1,20240731,20240805,475
1,0,1,1,1,1,1,20240801,20240811,11
1,0,1,1,1,1,1,20240810,20240820,416
1,1,0,0,0,0,0,20240729,20240806,30
1,1,0,0,0,0,0,20240805,20240820,580
1,1,0,0,0,0,0,20240806,20240812,783
1,1,0,0,0,0,0,20240812,20240813,55
1,1,0,0,0,0,0,20240813,20240820,64
1,1,0,0,0,0,0,20240819,20240820,796
1,1,0,0,0,0,1,20240728,20240730,622
1,1,0,0,0,0,1,20240729,20240730,894
1,1,0,0,0,0,1,20240818,20240820,241
1,1,0,0,0,1,0,20240817,20240820,536
1,1,0,0,0,1,1,20240810,20240811,566
1,1,0,0,0,1,1,20240817,20240820,42
1,1,0,0,1,0,0,20240729,20240808,722
1,1,0,0,1,0,0,20240802,20240806,79
1,1,0,0,1,0,0,20240816,20240820,472
1,1,0,0,1,0,1,20240813,20240820,216
1,1,0,0,1,0,1,20240816,20240820,647
1,1,0,0,1,1,0,20240816,20240820,20
1,1,0,0,1,1,1,20240721,20240723,652
1,1,0,0,1,1,1,20240721,20240726,890
1,1,0,0,1,1,1,20240726,20240730,833
1,1,0,0,1,1,1,20240802,20240806,862
1,1,0,0,1,1,1,20240816,20240820,194
1,1,0,1,0,0,0,20240721,20240729,906
1,1,0,1,0,0,0,20240725,20240730,908
1,1,0,1,0,0,0,20240805,20240820,329
1,1,0,1,0,0,0,20240815,20240820,822
1,1,0,1,0,0,1,20240815,20240820,364
1,1,0,1,0,1,0,20240721,20240726,335
1,1,0,1,0,1,1,20240813,20240820,838
1,1,0,1,1,0,0,20240721,20240730,61
1,1,0,1,1,0,0,20240727,20240809,538
1,1,0,1,1,0,0,20240730,20240812,658
1,1,0,1,1,0,0,20240813,20240820,907
1,1,0,1,1,0,0,20240815,20240820,440
1,1,0,1,1,0,1,20240721,20240721,427
1,1,0,1,1,0,1,20240728,20240805,639
1,1,0,1,1,0,1,20240815,20240820,158
1,1,0,1,1,1,0,20240721,20240726,423
1,1,0,1,1,1,0,20240803,20240820,929
1,1,0,1,1,1,0,20240813,20240820,511
1,1,0,1,1,1,1,20240722,20240729,494
1,1,0,1,1,1,1,20240726,20240809,795
1,1,0,1,1,1,1,20240727,20240815,319
1,1,0,1,1,1,1,20240730,20240809,149
1,1,0,1,1,1,1,20240801,20240820,449
1,1,0,1,1,1,1,20240802,20240820,267
1,1,0,1,1,1,1,20240805,20240820,955
1,1,0,1,1,1,1,20240806,20240820,704
1,1,0,1,1,1,1,20240813,20240820,913
1,1,0,1,1,1,1,20240815,20240820,888
1,1,1,0,0,0,0,20240721,20240724,420
1,1,1,0,0,0,0,20240722,20240724,105
1,1,1,0,0,0,0,20240722,20240724,738
1,1,1,0,0,0,0,20240722,20240807,726
1,1,1,0,0,0,0,20240729,20240731,690
1,1,1,0,0,0,0,20240729,20240731,823
1,1,1,0,0,0,0,20240731,20240807,804
1,1,1,0,0,0,0,20240805,20240807,88
1,1,1,0,0,0,0,20240805,20240812,100
1,1,1,0,0,0,0,20240812,20240820,219
1,1,1,0,0,0,0,20240813,20240820,186
1,1,1,0,0,0,1,20240721,20240725,248
1,1,1,0,0,0,1,20240721,20240807,515
1,1,1,0,0,0,1,20240728,20240731,401
1,1,1,0,0,0,1,20240728,20240731,816
1,1,1,0,0,0,1,20240728,20240812,560
1,1,1,0,0,0,1,20240729,20240808,768
1,1,1,0,0,1,0,20240721,20240723,235
1,1,1,0,0,1,0,20240721,20240727,797
1,1,1,0,0,1,0,20240722,20240728,933
1,1,1,0,0,1,0,20240722,20240802,137
1,1,1,0,0,1,0,20240727,20240731,418
1,1,1,0,0,1,0,20240803,20240807,69
1,1,1,0,0,1,1,20240722,20240802,621
1,1,1,0,0,1,1,20240723,20240812,145
1,1,1,0,0,1,1,20240727,20240731,489
1,1,1,0,0,1,1,20240727,20240814,34
1,1,1,0,0,1,1,20240803,20240807,803
1,1,1,0,0,1,1,20240813,20240820,220
1,1,1,0,1,0,0,20240721,20240726,376
1,1,1,0,1,0,0,20240722,20240802,35
1,1,1,0,1,0,0,20240722,20240802,661
1,1,1,0,1,0,0,20240729,20240802,763
1,1,1,0,1,0,0,20240729,20240809,344
1,1,1,0,1,0,0,20240802,20240807,686
1,1,1,0,1,0,0,20240802,20240809,548
1,1,1,0,1,0,0,20240802,20240812,155
1,1,1,0,1,0,0,20240805,20240818,870
1,1,1,0,1,0,0,20240805,20240820,602
1,1,1,0,1,0,0,20240805,20240820,945
1,1,1,0,1,0,0,20240806,20240816,715
1,1,1,0,1,0,0,20240806,20240820,357
1,1,1,0,1,0,0,20240806,20240820,7
1,1,1,0,1,0,0,20240810,20240820,818
1,1,1,0,1,0,0,20240812,20240816,952
1,1,1,0,1,0,0,20240812,20240820,948
1,1,1,0,1,0,0,20240813,20240820,89
1,1,1,0,1,0,1,20240721,20240726,461
1,1,1,0,1,0,1,20240728,20240820,579
1,1,1,0,1,0,1,20240804,20240809,567
1,1,1,0,1,0,1,20240810,20240820,919
1,1,1,0,1,1,0,20240721,20240727,851
1,1,1,0,1,1,0,20240722,20240808,191
1,1,1,0,1,1,0,20240729,20240803,844
1,1,1,0,1,1,0,20240802,20240807,410
1,1,1,0,1,1,0,20240810,20240820,174
1,1,1,0,1,1,0,20240813,20240820,698
1,1,1,0,1,1,0,20240814,20240820,224
1,1,1,0,1,1,0,20240816,20240820,13
1,1,1,0,1,1,1,20240721,20240726,915
1,1,1,0,1,1,1,20240723,20240729,459
1,1,1,0,1,1,1,20240723,20240802,841
1,1,1,0,1,1,1,20240724,20240731,792
1,1,1,0,1,1,1,20240801,20240812,790
1,1,1,0,1,1,1,20240802,20240807,815
1,1,1,0,1,1,1,20240805,20240820,160
1,1,1,0,1,1,1,20240805,20240820,750
1,1,1,0,1,1,1,20240809,20240814,406
1,1,1,0,1,1,1,20240810,20240820,2
1,1,1,0,1,1,1,20240812,20240820,642
1,1,1,0,1,1,1,20240813,20240819,709
1,1,1,0,1,1,1,20240813,20240820,402
1,1,1,0,1,1,1,20240817,20240820,752
1,1,1,1,0,0,0,20240721,20240725,188
1,1,1,1,0,0,0,20240721,20240729,777
1,1,1,1,0,0,0,20240721,20240729,8
1,1,1,1,0,0,0,20240722,20240725,337
1,1,1,1,0,0,0,20240722,20240725,882
1,1,1,1,0,0,0,20240722,20240801,22
1,1,1,1,0,0,0,20240722,20240802,274
1,1,1,1,0,0,0,20240722,20240812,308
1,1,1,1,0,0,0,20240722,20240814,71
1,1,1,1,0,0,0,20240722,20240815,421
1,1,1,1,0,0,0,20240722,20240820,574
1,1,1,1,0,0,0,20240722,20240820,798
1,1,1,1,0,0,0,20240722,20240820,896
1,1,1,1,0,0,0,20240723,20240729,769
1,1,1,1,0,0,0,20240729,20240801,508
1,1,1,1,0,0,0,20240729,20240812,821
1,1,1,1,0,0,0,20240729,20240814,747
1,1,1,1,0,0,0,20240729,20240815,36
1,1,1,1,0,0,0,20240729,20240815,442
1,1,1,1,0,0,0,20240729,20240820,307
1,1,1,1,0,0,0,20240730,20240806,710
1,1,1,1,0,0,0,20240730,20240812,667
1,1,1,1,0,0,0,20240803,20240812,38
1,1,1,1,0,0,0,20240805,20240808,431
1,1,1,1,0,0,0,20240805,20240812,473
1,1,1,1,0,0,0,20240805,20240812,921
1,1,1,1,0,0,0,20240805,20240815,534
1,1,1,1,0,0,0,20240806,20240815,912
1,1,1,1,0,0,0,20240810,20240820,142
1,1,1,1,0,0,0,20240812,20240815,666
1,1,1,1,0,0,0,20240812,20240820,562
1,1,1,1,0,0,0,20240813,20240820,58
1,1,1,1,0,0,1,20240721,20240725,200
1,1,1,1,0,0,1,20240721,20240725,67
1,1,1,1,0,0,1,20240721,20240808,628
1,1,1,1,0,0,1,20240728,20240801,291
1,1,1,1,0,0,1,20240728,20240815,456
1,1,1,1,0,0,1,20240728,20240820,45
1,1,1,1,0,0,1,20240728,20240820,606
1,1,1,1,0,0,1,20240729,20240804,381
1,1,1,1,0,0,1,20240729,20240820,457
1,1,1,1,0,0,1,20240801,20240820,483
1,1,1,1,0,0,1,20240804,20240808,68
1,1,1,1,0,0,1,20240811,20240815,691
1,1,1,1,0,0,1,20240813,20240820,496
1,1,1,1,0,1,0,20240721,20240727,92
1,1,1,1,0,1,0,20240724,20240808,514
1,1,1,1,0,1,0,20240724,20240808,53
1,1,1,1,0,1,0,20240727,20240801,454
1,1,1,1,0,1,0,20240803,20240808,425
1,1,1,1,0,1,1,20240721,20240725,98
1,1,1,1,0,1,1,20240721,20240728,152
1,1,1,1,0,1,1,20240721,20240809,767
1,1,1,1,0,1,1,20240721,20240812,412
1,1,1,1,0,1,1,20240721,20240820,684
1,1,1,1,0,1,1,20240722,20240728,883
1,1,1,1,0,1,1,20240722,20240729,568
1,1,1,1,0,1,1,20240722,20240816,17
1,1,1,1,0,1,1,20240727,20240801,535
1,1,1,1,0,1,1,20240727,20240815,213
1,1,1,1,0,1,1,20240803,20240808,54
1,1,1,1,0,1,1,20240810,20240815,629
1,1,1,1,0,1,1,20240813,20240820,232
1,1,1,1,1,0,0,20240721,20240728,764
1,1,1,1,1,0,0,20240721,20240729,198
1,1,1,1,1,0,0,20240721,20240729,390
1,1,1,1,1,0,0,20240721,20240730,762
1,1,1,1,1,0,0,20240721,20240802,873
1,1,1,1,1,0,0,20240721,20240805,446
1,1,1,1,1,0,0,20240721,20240808,408
1,1,1,1,1,0,0,20240721,20240809,122
1,1,1,1,1,0,0,20240721,20240809,285
1,1,1,1,1,0,0,20240721,20240812,349
1,1,1,1,1,0,0,20240721,20240816,409
1,1,1,1,1,0,0,20240722,20240726,165
1,1,1,1,1,0,0,20240722,20240726,225
1,1,1,1,1,0,0,20240722,20240726,660
1,1,1,1,1,0,0,20240722,20240808,159
1,1,1,1,1,0,0,20240722,20240809,141
1,1,1,1,1,0,0,20240722,20240809,168
1,1,1,1,1,0,0,20240722,20240809,372
1,1,1,1,1,0,0,20240722,20240809,468
1,1,1,1,1,0,0,20240722,20240809,74
1,1,1,1,1,0,0,20240722,20240812,272
1,1,1,1,1,0,0,20240722,20240812,460
1,1,1,1,1,0,0,20240722,20240812,855
1,1,1,1,1,0,0,20240722,20240814,677
1,1,1,1,1,0,0,20240722,20240816,424
1,1,1,1,1,0,0,20240722,20240816,832
1,1,1,1,1,0,0,20240722,20240816,880
1,1,1,1,1,0,0,20240722,20240817,692
1,1,1,1,1,0,0,20240722,20240820,124
1,1,1,1,1,0,0,20240722,20240820,175
1,1,1,1,1,0,0,20240722,20240820,240
1,1,1,1,1,0,0,20240722,20240820,358
1,1,1,1,1,0,0,20240722,20240820,552
